model_name,F1,ROC,acc-class-1,acc-class-2,TPR,FPR,AUC,THRE
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.19047619 0.38095238 0.38095238
 0.42857143 0.42857143 0.47619048 0.47619048 0.57142857 0.57142857
 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381 0.80952381
 0.9047619  0.9047619  1.         1.        ]","[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.38095238
 0.38095238 0.47619048 0.47619048 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 1.        ]",0.7029478458049887,-0.1
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.19047619 0.38095238 0.38095238
 0.42857143 0.42857143 0.47619048 0.47619048 0.57142857 0.57142857
 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381 0.80952381
 0.9047619  0.9047619  1.         1.        ]","[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.38095238
 0.38095238 0.47619048 0.47619048 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 1.        ]",0.7029478458049887,-0.09000000000000001
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.19047619 0.38095238 0.38095238
 0.42857143 0.42857143 0.47619048 0.47619048 0.57142857 0.57142857
 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381 0.80952381
 0.9047619  0.9047619  1.         1.        ]","[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.38095238
 0.38095238 0.47619048 0.47619048 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 1.        ]",0.7029478458049887,-0.08000000000000002
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.19047619 0.38095238 0.38095238
 0.42857143 0.42857143 0.47619048 0.47619048 0.57142857 0.57142857
 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381 0.80952381
 0.9047619  0.9047619  1.         1.        ]","[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.38095238
 0.38095238 0.47619048 0.47619048 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 1.        ]",0.7029478458049887,-0.07000000000000002
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.19047619 0.38095238 0.38095238
 0.42857143 0.42857143 0.47619048 0.47619048 0.57142857 0.57142857
 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381 0.80952381
 0.9047619  0.9047619  1.         1.        ]","[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.38095238
 0.38095238 0.47619048 0.47619048 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 1.        ]",0.7029478458049887,-0.060000000000000026
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.19047619 0.38095238 0.38095238
 0.42857143 0.42857143 0.47619048 0.47619048 0.57142857 0.57142857
 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381 0.80952381
 0.9047619  0.9047619  1.         1.        ]","[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.38095238
 0.38095238 0.47619048 0.47619048 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 1.        ]",0.7029478458049887,-0.05000000000000003
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.19047619 0.38095238 0.38095238
 0.42857143 0.42857143 0.47619048 0.47619048 0.57142857 0.57142857
 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381 0.80952381
 0.9047619  0.9047619  1.         1.        ]","[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.38095238
 0.38095238 0.47619048 0.47619048 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 1.        ]",0.7029478458049887,-0.040000000000000036
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.19047619 0.38095238 0.38095238
 0.42857143 0.42857143 0.47619048 0.47619048 0.57142857 0.57142857
 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381 0.80952381
 0.9047619  0.9047619  1.         1.        ]","[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.38095238
 0.38095238 0.47619048 0.47619048 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 1.        ]",0.7029478458049887,-0.03000000000000004
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.19047619 0.38095238 0.38095238
 0.42857143 0.42857143 0.47619048 0.47619048 0.57142857 0.57142857
 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381 0.80952381
 0.9047619  0.9047619  1.         1.        ]","[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.38095238
 0.38095238 0.47619048 0.47619048 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 1.        ]",0.7029478458049887,-0.020000000000000046
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.19047619 0.38095238 0.38095238
 0.42857143 0.42857143 0.47619048 0.47619048 0.57142857 0.57142857
 0.66666667 0.66666667 0.76190476 0.76190476 0.80952381 0.80952381
 0.9047619  0.9047619  1.         1.        ]","[0.         0.         0.         0.04761905 0.04761905 0.0952381
 0.0952381  0.19047619 0.19047619 0.23809524 0.23809524 0.38095238
 0.38095238 0.47619048 0.47619048 0.61904762 0.61904762 0.66666667
 0.66666667 0.80952381 0.80952381 1.        ]",0.7029478458049887,-0.01000000000000005
